id,department,department_id,amount,date,month,day,category,vendor,description,is_anomaly,anomaly_type
TXN-00648,Women & Child Development,DEPT-008,5.38,2025-09-16,9,16,subsidies,Vendor-037,Regular departmental expenditure,False,none
TXN-00418,Rural Development,DEPT-005,6.38,2025-12-02,12,2,capital,Vendor-033,Regular departmental expenditure,False,none
TXN-00231,Road Transport & Highways,DEPT-003,13.36,2025-09-18,9,18,salaries,Vendor-042,Regular departmental expenditure,False,none
TXN-00657,Women & Child Development,DEPT-008,10.49,2025-05-09,5,9,subsidies,Vendor-018,Regular departmental expenditure,False,none
TXN-00798,Public Works - Pune,DEPT-009,4.04,2025-04-01,4,1,grants,Vendor-003,Regular departmental expenditure,False,none
TXN-00210,Road Transport & Highways,DEPT-003,17.29,2025-04-13,4,13,salaries,Vendor-030,Regular departmental expenditure,False,none
TXN-00147,Education,DEPT-002,10.57,2025-04-26,4,26,subsidies,Vendor-001,Regular departmental expenditure,False,none
TXN-00042,Health & Family Welfare,DEPT-001,16.66,2025-04-08,4,8,revenue,Vendor-040,Regular departmental expenditure,False,none
TXN-01045,Primary Education - Pune,DEPT-012,6.82,2025-06-01,6,1,subsidies,Vendor-014,Regular departmental expenditure,False,none
TXN-01097,Primary Education - Pune,DEPT-012,250.0,2025-11-21,11,21,capital,Vendor-025,Capital expenditure - project payment,True,round_amount_fraud
TXN-00040,Health & Family Welfare,DEPT-001,48.0,2025-06-20,6,20,subsidies,Vendor-036,Regular departmental expenditure,False,none
TXN-00557,Water Resources,DEPT-007,5.71,2025-06-26,6,26,subsidies,Vendor-029,Regular departmental expenditure,False,none
TXN-01055,Primary Education - Pune,DEPT-012,3.39,2025-07-18,7,18,subsidies,Vendor-043,Regular departmental expenditure,False,none
TXN-00763,Public Works - Pune,DEPT-009,4.95,2025-09-16,9,16,infrastructure,Vendor-017,Regular departmental expenditure,False,none
TXN-00164,Education,DEPT-002,16.13,2025-11-06,11,6,grants,Vendor-002,Regular departmental expenditure,False,none
TXN-00541,Urban Development,DEPT-006,68.0,2026-03-30,3,30,grants,Vendor-027,Urgent year-end fund utilization,True,march_dumping
TXN-00186,Road Transport & Highways,DEPT-003,11.44,2025-09-02,9,2,revenue,Vendor-005,Regular departmental expenditure,False,none
TXN-00194,Road Transport & Highways,DEPT-003,19.46,2025-11-28,11,28,grants,Vendor-012,Regular departmental expenditure,False,none
TXN-00313,Agriculture & Farmers,DEPT-004,13.56,2025-09-22,9,22,subsidies,Vendor-020,Regular departmental expenditure,False,none
TXN-00879,Public Works - Mumbai,DEPT-010,16.01,2025-11-20,11,20,revenue,Vendor-027,Regular departmental expenditure,False,none
TXN-00261,Road Transport & Highways,DEPT-003,24.11,2025-10-14,10,14,subsidies,Vendor-029,Regular departmental expenditure,False,none
TXN-00409,Rural Development,DEPT-005,5.38,2025-07-01,7,1,revenue,Vendor-045,Regular departmental expenditure,False,none
TXN-00138,Education,DEPT-002,17.7,2025-04-28,4,28,subsidies,Vendor-024,Regular departmental expenditure,False,none
TXN-00540,Urban Development,DEPT-006,4.66,2025-12-03,12,3,subsidies,Vendor-013,Regular departmental expenditure,False,none
TXN-00887,Public Works - Mumbai,DEPT-010,5.37,2025-11-28,11,28,salaries,Vendor-030,Regular departmental expenditure,False,none
TXN-00030,Health & Family Welfare,DEPT-001,17.6,2025-12-03,12,3,infrastructure,Vendor-008,Regular departmental expenditure,False,none
TXN-00588,Water Resources,DEPT-007,9.19,2025-05-03,5,3,grants,Vendor-028,Regular departmental expenditure,False,none
TXN-00072,Health & Family Welfare,DEPT-001,21.33,2025-07-15,7,15,grants,Vendor-040,Regular departmental expenditure,False,none
TXN-00088,Health & Family Welfare,DEPT-001,231.14,2025-05-19,5,19,subsidies,Vendor-041,Bulk procurement - emergency purchase,True,spending_spike
TXN-00632,Water Resources,DEPT-007,9.35,2025-09-16,9,16,revenue,Vendor-040,Regular departmental expenditure,False,none
TXN-01044,Primary Education - Pune,DEPT-012,2.99,2025-05-28,5,28,grants,Vendor-047,Regular departmental expenditure,False,none
TXN-00288,Agriculture & Farmers,DEPT-004,17.2,2025-10-02,10,2,salaries,Vendor-046,Regular departmental expenditure,False,none
TXN-00835,Public Works - Mumbai,DEPT-010,4.04,2025-11-14,11,14,grants,Vendor-040,Regular departmental expenditure,False,none
TXN-01041,Primary Education - Pune,DEPT-012,4.09,2025-08-24,8,24,capital,Vendor-013,Regular departmental expenditure,False,none
TXN-00343,Agriculture & Farmers,DEPT-004,4.38,2025-12-01,12,1,salaries,Vendor-020,Regular departmental expenditure,False,none
TXN-00531,Urban Development,DEPT-006,7.01,2025-08-28,8,28,revenue,Vendor-033,Regular departmental expenditure,False,none
TXN-01093,Primary Education - Pune,DEPT-012,150.0,2025-04-19,4,19,grants,Vendor-028,Capital expenditure - project payment,True,round_amount_fraud
TXN-00647,Women & Child Development,DEPT-008,12.54,2025-06-13,6,13,grants,Vendor-049,Regular departmental expenditure,False,none
TXN-00740,Public Works - Pune,DEPT-009,8.44,2025-08-11,8,11,salaries,Vendor-027,Regular departmental expenditure,False,none
TXN-00175,Education,DEPT-002,9.89,2025-06-03,6,3,infrastructure,Vendor-001,Procurement payment - vendor invoice,True,threshold_structuring
TXN-01073,Primary Education - Pune,DEPT-012,8.19,2025-06-19,6,19,revenue,Vendor-028,Regular departmental expenditure,False,none
TXN-00463,Urban Development,DEPT-006,18.85,2025-04-24,4,24,grants,Vendor-019,Regular departmental expenditure,False,none
TXN-00213,Road Transport & Highways,DEPT-003,13.2,2025-06-04,6,4,capital,Vendor-008,Regular departmental expenditure,False,none
TXN-00751,Public Works - Pune,DEPT-009,6.54,2025-05-25,5,25,grants,Vendor-016,Regular departmental expenditure,False,none
TXN-00064,Health & Family Welfare,DEPT-001,11.29,2025-04-09,4,9,grants,Vendor-048,Regular departmental expenditure,False,none
TXN-00965,Public Works - Nagpur,DEPT-011,3.51,2025-06-09,6,9,subsidies,Vendor-012,Regular departmental expenditure,False,none
TXN-00901,Public Works - Mumbai,DEPT-010,10.65,2025-07-10,7,10,subsidies,Vendor-031,Regular departmental expenditure,False,none
TXN-00526,Urban Development,DEPT-006,8.82,2025-10-27,10,27,salaries,Vendor-025,Regular departmental expenditure,False,none
TXN-00576,Water Resources,DEPT-007,7.35,2025-04-04,4,4,revenue,Vendor-037,Regular departmental expenditure,False,none
TXN-00680,Women & Child Development,DEPT-008,11.56,2025-11-04,11,4,subsidies,Vendor-011,Regular departmental expenditure,False,none
TXN-01102,Primary Education - Pune,DEPT-012,25.24,2026-03-28,3,28,infrastructure,Vendor-027,Urgent year-end fund utilization,True,march_dumping
TXN-00659,Women & Child Development,DEPT-008,8.04,2025-09-22,9,22,capital,Vendor-036,Regular departmental expenditure,False,none
TXN-00378,Rural Development,DEPT-005,13.19,2025-08-20,8,20,infrastructure,Vendor-027,Regular departmental expenditure,False,none
TXN-00662,Women & Child Development,DEPT-008,9.71,2025-08-10,8,10,infrastructure,Vendor-013,Regular departmental expenditure,False,none
TXN-01067,Primary Education - Pune,DEPT-012,3.5,2025-05-04,5,4,capital,Vendor-034,Regular departmental expenditure,False,none
TXN-00244,Road Transport & Highways,DEPT-003,10.36,2025-11-17,11,17,capital,Vendor-025,Regular departmental expenditure,False,none
TXN-00220,Road Transport & Highways,DEPT-003,28.54,2025-11-14,11,14,infrastructure,Vendor-043,Regular departmental expenditure,False,none
TXN-00904,Public Works - Mumbai,DEPT-010,17.77,2025-06-11,6,11,revenue,Vendor-016,Regular departmental expenditure,False,none
TXN-00039,Health & Family Welfare,DEPT-001,26.82,2025-04-09,4,9,subsidies,Vendor-006,Regular departmental expenditure,False,none
TXN-00057,Health & Family Welfare,DEPT-001,8.2,2025-09-03,9,3,subsidies,Vendor-041,Regular departmental expenditure,False,none
TXN-00070,Health & Family Welfare,DEPT-001,21.46,2025-09-11,9,11,subsidies,Vendor-037,Regular departmental expenditure,False,none
TXN-00714,Women & Child Development,DEPT-008,5.9,2025-08-24,8,24,subsidies,Vendor-023,Regular departmental expenditure,False,none
TXN-00454,Rural Development,DEPT-005,12.08,2025-05-11,5,11,revenue,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00539,Urban Development,DEPT-006,15.05,2025-07-12,7,12,capital,Vendor-039,Regular departmental expenditure,False,none
TXN-00388,Rural Development,DEPT-005,5.89,2025-12-18,12,18,grants,Vendor-036,Regular departmental expenditure,False,none
TXN-00858,Public Works - Mumbai,DEPT-010,6.41,2025-07-22,7,22,revenue,Vendor-011,Regular departmental expenditure,False,none
TXN-00393,Rural Development,DEPT-005,6.69,2025-09-07,9,7,capital,Vendor-049,Regular departmental expenditure,False,none
TXN-00374,Rural Development,DEPT-005,10.89,2025-10-06,10,6,infrastructure,Vendor-050,Regular departmental expenditure,False,none
TXN-00330,Agriculture & Farmers,DEPT-004,8.55,2025-04-21,4,21,revenue,Vendor-024,Regular departmental expenditure,False,none
TXN-00596,Water Resources,DEPT-007,10.74,2025-11-24,11,24,grants,Vendor-003,Regular departmental expenditure,False,none
TXN-00086,Health & Family Welfare,DEPT-001,9.77,2025-06-11,6,11,subsidies,Vendor-037,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00808,Public Works - Pune,DEPT-009,6.41,2025-06-22,6,22,capital,Vendor-007,Regular departmental expenditure,False,none
TXN-01022,Primary Education - Pune,DEPT-012,2.88,2025-06-14,6,14,infrastructure,Vendor-023,Regular departmental expenditure,False,none
TXN-00589,Water Resources,DEPT-007,21.13,2025-10-08,10,8,grants,Vendor-048,Regular departmental expenditure,False,none
TXN-00684,Women & Child Development,DEPT-008,18.0,2025-05-15,5,15,salaries,Vendor-021,Regular departmental expenditure,False,none
TXN-00362,Agriculture & Farmers,DEPT-004,170.8,2025-12-16,12,16,capital,Vendor-013,Bulk procurement - emergency purchase,True,spending_spike
TXN-00419,Rural Development,DEPT-005,9.88,2025-09-14,9,14,salaries,Vendor-003,Regular departmental expenditure,False,none
TXN-00020,Health & Family Welfare,DEPT-001,21.81,2025-05-01,5,1,infrastructure,Vendor-024,Regular departmental expenditure,False,none
TXN-00167,Education,DEPT-002,17.25,2025-04-12,4,12,capital,Vendor-026,Regular departmental expenditure,False,none
TXN-00416,Rural Development,DEPT-005,17.19,2025-12-15,12,15,salaries,Vendor-035,Regular departmental expenditure,False,none
TXN-00810,Public Works - Pune,DEPT-009,5.42,2025-06-11,6,11,salaries,Vendor-046,Regular departmental expenditure,False,none
TXN-00242,Road Transport & Highways,DEPT-003,16.49,2025-07-19,7,19,grants,Vendor-043,Regular departmental expenditure,False,none
TXN-00240,Road Transport & Highways,DEPT-003,32.01,2025-11-03,11,3,infrastructure,Vendor-034,Regular departmental expenditure,False,none
TXN-01046,Primary Education - Pune,DEPT-012,3.08,2025-06-28,6,28,capital,Vendor-003,Regular departmental expenditure,False,none
TXN-01069,Primary Education - Pune,DEPT-012,3.89,2025-10-25,10,25,salaries,Vendor-016,Regular departmental expenditure,False,none
TXN-00918,Public Works - Mumbai,DEPT-010,8.35,2025-05-03,5,3,revenue,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00309,Agriculture & Farmers,DEPT-004,9.1,2025-04-08,4,8,salaries,Vendor-018,Regular departmental expenditure,False,none
TXN-00670,Women & Child Development,DEPT-008,8.26,2025-04-23,4,23,revenue,Vendor-007,Regular departmental expenditure,False,none
TXN-01003,Public Works - Nagpur,DEPT-011,4.47,2025-06-10,6,10,grants,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00332,Agriculture & Farmers,DEPT-004,7.96,2025-06-09,6,9,subsidies,Vendor-034,Regular departmental expenditure,False,none
TXN-00874,Public Works - Mumbai,DEPT-010,6.96,2025-11-03,11,3,subsidies,Vendor-048,Regular departmental expenditure,False,none
TXN-00124,Education,DEPT-002,13.03,2025-08-26,8,26,capital,Vendor-022,Regular departmental expenditure,False,none
TXN-00139,Education,DEPT-002,15.99,2025-05-13,5,13,infrastructure,Vendor-043,Regular departmental expenditure,False,none
TXN-00250,Road Transport & Highways,DEPT-003,29.76,2025-12-12,12,12,grants,Vendor-026,Regular departmental expenditure,False,none
TXN-00008,Health & Family Welfare,DEPT-001,30.32,2025-12-28,12,28,infrastructure,Vendor-050,Regular departmental expenditure,False,none
TXN-00430,Rural Development,DEPT-005,15.78,2025-10-18,10,18,salaries,Vendor-035,Regular departmental expenditure,False,none
TXN-00495,Urban Development,DEPT-006,9.82,2025-07-18,7,18,revenue,Vendor-043,Regular departmental expenditure,False,none
TXN-00504,Urban Development,DEPT-006,20.33,2025-04-24,4,24,salaries,Vendor-034,Regular departmental expenditure,False,none
TXN-00307,Agriculture & Farmers,DEPT-004,8.91,2025-09-16,9,16,capital,Vendor-022,Regular departmental expenditure,False,none
TXN-00627,Water Resources,DEPT-007,18.31,2025-08-13,8,13,salaries,Vendor-009,Regular departmental expenditure,False,none
TXN-00689,Women & Child Development,DEPT-008,6.07,2025-06-23,6,23,infrastructure,Vendor-018,Regular departmental expenditure,False,none
TXN-00626,Water Resources,DEPT-007,7.67,2025-06-19,6,19,revenue,Vendor-008,Regular departmental expenditure,False,none
TXN-00898,Public Works - Mumbai,DEPT-010,14.84,2025-10-02,10,2,infrastructure,Vendor-018,Regular departmental expenditure,False,none
TXN-00401,Rural Development,DEPT-005,4.72,2025-06-02,6,2,infrastructure,Vendor-008,Regular departmental expenditure,False,none
TXN-00370,Rural Development,DEPT-005,9.83,2025-05-14,5,14,capital,Vendor-003,Regular departmental expenditure,False,none
TXN-01024,Primary Education - Pune,DEPT-012,4.48,2025-12-08,12,8,capital,Vendor-020,Regular departmental expenditure,False,none
TXN-00580,Water Resources,DEPT-007,5.87,2025-05-19,5,19,infrastructure,Vendor-009,Regular departmental expenditure,False,none
TXN-00437,Rural Development,DEPT-005,3.75,2025-07-23,7,23,salaries,Vendor-026,Regular departmental expenditure,False,none
TXN-00214,Road Transport & Highways,DEPT-003,2.94,2025-10-07,10,7,grants,Vendor-032,Regular departmental expenditure,False,none
TXN-00085,Health & Family Welfare,DEPT-001,273.44,2025-07-24,7,24,revenue,Vendor-012,Bulk procurement - emergency purchase,True,spending_spike
TXN-00970,Public Works - Nagpur,DEPT-011,12.0,2025-10-09,10,9,capital,Vendor-014,Regular departmental expenditure,False,none
TXN-00004,Health & Family Welfare,DEPT-001,16.28,2025-11-12,11,12,infrastructure,Vendor-038,Regular departmental expenditure,False,none
TXN-00394,Rural Development,DEPT-005,22.69,2025-10-24,10,24,subsidies,Vendor-046,Regular departmental expenditure,False,none
TXN-00257,Road Transport & Highways,DEPT-003,32.79,2025-10-15,10,15,capital,Vendor-004,Regular departmental expenditure,False,none
TXN-00223,Road Transport & Highways,DEPT-003,34.67,2025-04-15,4,15,salaries,Vendor-020,Regular departmental expenditure,False,none
TXN-00145,Education,DEPT-002,5.13,2025-05-17,5,17,infrastructure,Vendor-026,Regular departmental expenditure,False,none
TXN-00668,Women & Child Development,DEPT-008,13.09,2025-09-21,9,21,revenue,Vendor-047,Regular departmental expenditure,False,none
TXN-00578,Water Resources,DEPT-007,6.1,2025-06-15,6,15,capital,Vendor-039,Regular departmental expenditure,False,none
TXN-00838,Public Works - Mumbai,DEPT-010,6.19,2025-07-12,7,12,grants,Vendor-031,Regular departmental expenditure,False,none
TXN-00034,Health & Family Welfare,DEPT-001,21.82,2025-10-02,10,2,grants,Vendor-049,Regular departmental expenditure,False,none
TXN-00385,Rural Development,DEPT-005,8.68,2025-12-15,12,15,revenue,Vendor-024,Regular departmental expenditure,False,none
TXN-00766,Public Works - Pune,DEPT-009,4.99,2025-12-27,12,27,revenue,Vendor-019,Regular departmental expenditure,False,none
TXN-00666,Women & Child Development,DEPT-008,6.53,2025-12-04,12,4,revenue,Vendor-026,Regular departmental expenditure,False,none
TXN-00675,Women & Child Development,DEPT-008,5.17,2025-10-12,10,12,revenue,Vendor-004,Regular departmental expenditure,False,none
TXN-00458,Rural Development,DEPT-005,49.59,2025-10-07,10,7,subsidies,Vendor-049,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00651,Women & Child Development,DEPT-008,8.25,2025-04-04,4,4,capital,Vendor-030,Regular departmental expenditure,False,none
TXN-00831,Public Works - Mumbai,DEPT-010,12.64,2025-07-23,7,23,infrastructure,Vendor-024,Regular departmental expenditure,False,none
TXN-00119,Education,DEPT-002,10.06,2025-07-27,7,27,infrastructure,Vendor-017,Regular departmental expenditure,False,none
TXN-00928,Public Works - Nagpur,DEPT-011,4.68,2025-08-28,8,28,grants,Vendor-022,Regular departmental expenditure,False,none
TXN-00742,Public Works - Pune,DEPT-009,5.6,2025-08-22,8,22,grants,Vendor-033,Regular departmental expenditure,False,none
TXN-00636,Water Resources,DEPT-007,49.83,2025-08-07,8,7,capital,Vendor-001,Procurement payment - vendor invoice,True,threshold_structuring
TXN-01035,Primary Education - Pune,DEPT-012,4.41,2025-10-14,10,14,grants,Vendor-026,Regular departmental expenditure,False,none
TXN-00414,Rural Development,DEPT-005,20.16,2025-04-10,4,10,infrastructure,Vendor-018,Regular departmental expenditure,False,none
TXN-00915,Public Works - Mumbai,DEPT-010,63.52,2025-06-26,6,26,infrastructure,Vendor-035,Bulk procurement - emergency purchase,True,spending_spike
TXN-00443,Rural Development,DEPT-005,6.22,2025-04-15,4,15,capital,Vendor-023,Regular departmental expenditure,False,none
TXN-00017,Health & Family Welfare,DEPT-001,19.57,2025-04-12,4,12,grants,Vendor-017,Regular departmental expenditure,False,none
TXN-00802,Public Works - Pune,DEPT-009,6.26,2025-10-24,10,24,revenue,Vendor-017,Regular departmental expenditure,False,none
TXN-00509,Urban Development,DEPT-006,8.46,2025-10-22,10,22,subsidies,Vendor-024,Regular departmental expenditure,False,none
TXN-00009,Health & Family Welfare,DEPT-001,18.65,2025-05-20,5,20,subsidies,Vendor-047,Regular departmental expenditure,False,none
TXN-00293,Agriculture & Farmers,DEPT-004,10.0,2025-04-12,4,12,infrastructure,Vendor-017,Regular departmental expenditure,False,none
TXN-01014,Primary Education - Pune,DEPT-012,6.79,2025-07-22,7,22,infrastructure,Vendor-016,Regular departmental expenditure,False,none
TXN-00023,Health & Family Welfare,DEPT-001,23.96,2025-10-27,10,27,capital,Vendor-015,Regular departmental expenditure,False,none
TXN-01094,Primary Education - Pune,DEPT-012,250.0,2025-04-05,4,5,grants,Vendor-026,Capital expenditure - project payment,True,round_amount_fraud
TXN-00876,Public Works - Mumbai,DEPT-010,7.13,2025-08-24,8,24,revenue,Vendor-009,Regular departmental expenditure,False,none
TXN-01050,Primary Education - Pune,DEPT-012,2.2,2025-04-09,4,9,revenue,Vendor-010,Regular departmental expenditure,False,none
TXN-00011,Health & Family Welfare,DEPT-001,30.17,2025-05-06,5,6,infrastructure,Vendor-042,Regular departmental expenditure,False,none
TXN-00923,Public Works - Nagpur,DEPT-011,5.38,2025-08-25,8,25,subsidies,Vendor-049,Regular departmental expenditure,False,none
TXN-00135,Education,DEPT-002,33.56,2025-06-02,6,2,subsidies,Vendor-038,Regular departmental expenditure,False,none
TXN-00403,Rural Development,DEPT-005,10.57,2025-12-23,12,23,revenue,Vendor-030,Regular departmental expenditure,False,none
TXN-00806,Public Works - Pune,DEPT-009,7.04,2025-12-22,12,22,subsidies,Vendor-009,Regular departmental expenditure,False,none
TXN-00514,Urban Development,DEPT-006,4.12,2025-11-12,11,12,capital,Vendor-042,Regular departmental expenditure,False,none
TXN-00053,Health & Family Welfare,DEPT-001,12.82,2025-09-06,9,6,salaries,Vendor-008,Regular departmental expenditure,False,none
TXN-00510,Urban Development,DEPT-006,15.75,2025-11-06,11,6,subsidies,Vendor-010,Regular departmental expenditure,False,none
TXN-01083,Primary Education - Pune,DEPT-012,3.51,2025-12-28,12,28,grants,Vendor-027,Regular departmental expenditure,False,none
TXN-00262,Road Transport & Highways,DEPT-003,16.06,2025-04-21,4,21,subsidies,Vendor-016,Regular departmental expenditure,False,none
TXN-00505,Urban Development,DEPT-006,14.93,2025-10-22,10,22,capital,Vendor-017,Regular departmental expenditure,False,none
TXN-01068,Primary Education - Pune,DEPT-012,2.02,2025-11-22,11,22,revenue,Vendor-044,Regular departmental expenditure,False,none
TXN-00552,Urban Development,DEPT-006,70.68,2025-06-11,6,11,revenue,Vendor-046,Bulk procurement - emergency purchase,True,spending_spike
TXN-00051,Health & Family Welfare,DEPT-001,10.29,2025-11-08,11,8,grants,Vendor-017,Regular departmental expenditure,False,none
TXN-00733,Women & Child Development,DEPT-008,45.48,2026-03-28,3,28,grants,Vendor-024,Urgent year-end fund utilization,True,march_dumping
TXN-00829,Public Works - Mumbai,DEPT-010,4.17,2025-08-26,8,26,infrastructure,Vendor-013,Regular departmental expenditure,False,none
TXN-00246,Road Transport & Highways,DEPT-003,38.97,2025-05-05,5,5,subsidies,Vendor-044,Regular departmental expenditure,False,none
TXN-00884,Public Works - Mumbai,DEPT-010,2.81,2025-04-17,4,17,salaries,Vendor-006,Regular departmental expenditure,False,none
TXN-00581,Water Resources,DEPT-007,16.11,2025-07-06,7,6,grants,Vendor-002,Regular departmental expenditure,False,none
TXN-00012,Health & Family Welfare,DEPT-001,10.86,2025-07-22,7,22,salaries,Vendor-018,Regular departmental expenditure,False,none
TXN-00728,Women & Child Development,DEPT-008,60.77,2026-03-30,3,30,revenue,Vendor-017,Urgent year-end fund utilization,True,march_dumping
TXN-00778,Public Works - Pune,DEPT-009,5.33,2025-08-15,8,15,subsidies,Vendor-018,Regular departmental expenditure,False,none
TXN-00969,Public Works - Nagpur,DEPT-011,2.09,2025-12-14,12,14,revenue,Vendor-030,Regular departmental expenditure,False,none
TXN-00997,Public Works - Nagpur,DEPT-011,8.86,2025-10-21,10,21,grants,Vendor-024,Regular departmental expenditure,False,none
TXN-00451,Rural Development,DEPT-005,76.71,2026-03-27,3,27,subsidies,Vendor-049,Urgent year-end fund utilization,True,march_dumping
TXN-00238,Road Transport & Highways,DEPT-003,36.22,2025-04-19,4,19,salaries,Vendor-036,Regular departmental expenditure,False,none
TXN-00423,Rural Development,DEPT-005,9.65,2025-07-18,7,18,salaries,Vendor-006,Regular departmental expenditure,False,none
TXN-00637,Water Resources,DEPT-007,71.93,2025-08-19,8,19,capital,Vendor-019,Bulk procurement - emergency purchase,True,spending_spike
TXN-00339,Agriculture & Farmers,DEPT-004,27.03,2025-07-02,7,2,infrastructure,Vendor-017,Regular departmental expenditure,False,none
TXN-01051,Primary Education - Pune,DEPT-012,4.38,2025-05-06,5,6,grants,Vendor-033,Regular departmental expenditure,False,none
TXN-00420,Rural Development,DEPT-005,15.05,2025-06-09,6,9,infrastructure,Vendor-025,Regular departmental expenditure,False,none
TXN-00100,Education,DEPT-002,8.25,2025-08-10,8,10,revenue,Vendor-039,Regular departmental expenditure,False,none
TXN-00322,Agriculture & Farmers,DEPT-004,17.57,2025-07-16,7,16,subsidies,Vendor-006,Regular departmental expenditure,False,none
TXN-00711,Women & Child Development,DEPT-008,7.54,2025-06-15,6,15,grants,Vendor-040,Regular departmental expenditure,False,none
TXN-00268,Road Transport & Highways,DEPT-003,49.69,2025-12-07,12,7,grants,Vendor-004,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00977,Public Works - Nagpur,DEPT-011,4.78,2025-07-07,7,7,infrastructure,Vendor-002,Regular departmental expenditure,False,none
TXN-00837,Public Works - Mumbai,DEPT-010,8.43,2025-04-22,4,22,salaries,Vendor-038,Regular departmental expenditure,False,none
TXN-00469,Urban Development,DEPT-006,4.95,2025-12-16,12,16,salaries,Vendor-009,Regular departmental expenditure,False,none
TXN-00564,Water Resources,DEPT-007,7.91,2025-04-25,4,25,salaries,Vendor-045,Regular departmental expenditure,False,none
TXN-00276,Road Transport & Highways,DEPT-003,9.55,2025-12-02,12,2,revenue,Vendor-012,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00084,Health & Family Welfare,DEPT-001,207.88,2025-07-16,7,16,revenue,Vendor-024,Bulk procurement - emergency purchase,True,spending_spike
TXN-00813,Public Works - Pune,DEPT-009,7.99,2025-07-25,7,25,capital,Vendor-045,Regular departmental expenditure,False,none
TXN-00380,Rural Development,DEPT-005,14.69,2025-05-02,5,2,capital,Vendor-013,Regular departmental expenditure,False,none
TXN-00916,Public Works - Mumbai,DEPT-010,9.95,2025-11-01,11,1,revenue,Vendor-012,Procurement payment - vendor invoice,True,threshold_structuring
TXN-00254,Road Transport & Highways,DEPT-003,29.63,2025-05-20,5,20,grants,Vendor-018,Regular departmental expenditure,False,none
TXN-00681,Women & Child Development,DEPT-008,5.0,2025-07-06,7,6,infrastructure,Vendor-047,Regular departmental expenditure,False,none
TXN-00614,Water Resources,DEPT-007,9.76,2025-04-24,4,24,subsidies,Vendor-041,Regular departmental expenditure,False,none
TXN-00719,Women & Child Development,DEPT-008,11.26,2025-12-05,12,5,salaries,Vendor-023,Regular departmental expenditure,False,none
TXN-00511,Urban Development,DEPT-006,3.1,2025-08-20,8,20,revenue,Vendor-004,Regular departmental expenditure,False,none
TXN-00999,Public Works - Nagpur,DEPT-011,6.6,2025-04-01,4,1,grants,Vendor-028,Regular departmental expenditure,False,none
TXN-00234,Road Transport & Highways,DEPT-003,25.05,2025-08-27,8,27,capital,Vendor-031,Regular departmental expenditure,False,none
TXN-00066,Health & Family Welfare,DEPT-001,25.27,2025-10-25,10,25,subsidies,Vendor-045,Regular departmental expenditure,False,none
TXN-00304,Agriculture & Farmers,DEPT-004,21.85,2025-04-21,4,21,grants,Vendor-046,Regular departmental expenditure,False,none
TXN-00412,Rural Development,DEPT-005,14.25,2025-07-18,7,18,infrastructure,Vendor-035,Regular departmental expenditure,False,none
TXN-00149,Education,DEPT-002,22.37,2025-10-14,10,14,revenue,Vendor-045,Regular departmental expenditure,False,none
TXN-00282,Agriculture & Farmers,DEPT-004,8.09,2025-05-08,5,8,grants,Vendor-013,Regular departmental expenditure,False,none
TXN-00822,Public Works - Pune,DEPT-009,5.47,2025-10-03,10,3,salaries,Vendor-042,Repeat vendor contract payment,True,vendor_concentration
TXN-00819,Public Works - Pune,DEPT-009,50.0,2025-08-16,8,16,infrastructure,Vendor-045,Capital expenditure - project payment,True,round_amount_fraud
TXN-00382,Rural Development,DEPT-005,8.94,2025-10-24,10,24,capital,Vendor-042,Regular departmental expenditure,False,none
TXN-00828,Public Works - Pune,DEPT-009,45.84,2025-09-03,9,3,salaries,Vendor-030,Bulk procurement - emergency purchase,True,spending_spike
TXN-00924,Public Works - Nagpur,DEPT-011,5.2,2025-07-22,7,22,salaries,Vendor-033,Regular departmental expenditure,False,none
TXN-00269,Road Transport & Highways,DEPT-003,250.0,2025-09-21,9,21,infrastructure,Vendor-045,Capital expenditure - project payment,True,round_amount_fraud
TXN-00486,Urban Development,DEPT-006,4.52,2025-04-22,4,22,salaries,Vendor-006,Regular departmental expenditure,False,none
TXN-00896,Public Works - Mumbai,DEPT-010,8.5,2025-10-14,10,14,grants,Vendor-026,Regular departmental expenditure,False,none
TXN-00218,Road Transport & Highways,DEPT-003,17.76,2025-09-25,9,25,salaries,Vendor-003,Regular departmental expenditure,False,none
TXN-00140,Education,DEPT-002,11.79,2025-06-15,6,15,capital,Vendor-023,Regular departmental expenditure,False,none
TXN-00460,Rural Development,DEPT-005,150.0,2025-09-22,9,22,capital,Vendor-043,Capital expenditure - project payment,True,round_amount_fraud
TXN-00682,Women & Child Development,DEPT-008,4.0,2025-12-14,12,14,revenue,Vendor-026,Regular departmental expenditure,False,none
TXN-00638,Water Resources,DEPT-007,62.29,2025-04-23,4,23,infrastructure,Vendor-023,Bulk procurement - emergency purchase,True,spending_spike
TXN-01012,Public Works - Nagpur,DEPT-011,250.0,2025-07-07,7,7,salaries,Vendor-024,Capital expenditure - project payment,True,round_amount_fraud
